Player,Season,2015/16(*),2016/17(*),2017/18(*),2018/19(*),2019/20(*),2020/21(*),2021/22(*),2022/23(*),2023/24(*)
Josh Hart,2023,,,,,,,,,13345093.0
Josh Huestis,2015,1501164.0,,,,,,,,
Josh Huestis,2016,,1553133.0,,,,,,,
Josh Huestis,2017,,,1887168.0,,,,,,
Josh Jackson,2017,,,6528396.0,,,,,,
Josh Jackson,2018,,,,7532450.0,,,,,
Josh Jackson,2019,,,,,8658882.0,,,,
Josh Jackson,2020,,,,,,5809502.0,,,
Josh Jackson,2021,,,,,,,5787924.0,,
Josh Magette,2017,,,99079.0,,,,,,
Josh McRoberts,2015,7298501.0,,,,,,,,
Josh McRoberts,2016,,7537616.0,,,,,,,
Josh McRoberts,2017,,,7722653.0,,,,,,
Josh Minott,2022,,,,,,,,1079140.0,
Josh Minott,2023,,,,,,,,,1770967.0
Josh Okogie,2018,,,,2697534.0,,,,,
Josh Okogie,2019,,,,,3104033.0,,,,
Josh Okogie,2020,,,,,,3230799.0,,,
Josh Okogie,2021,,,,,,,4727037.0,,
Josh Okogie,2022,,,,,,,,2086832.0,
Josh Okogie,2023,,,,,,,,,2899609.0
Josh Primo,2021,,,,,,,4563872.0,,
Josh Primo,2022,,,,,,,,4394172.0,
Josh Primo,2023,,,,,,,,,5500319.0
Josh Reaves,2019,,,,,97595.0,,,,
Josh Richardson,2015,691302.0,,,,,,,,
Josh Richardson,2016,,1140117.0,,,,,,,
Josh Richardson,2017,,,1887168.0,,,,,,
Josh Richardson,2018,,,,11678843.0,,,,,
Josh Richardson,2019,,,,,12408597.0,,,,
Josh Richardson,2020,,,,,,13242242.0,,,
Josh Richardson,2021,,,,,,,13431355.0,,
Josh Richardson,2022,,,,,,,,12931372.0,
Josh Richardson,2023,,,,,,,,,2977383.0
Josh Smith,2015,8993131.0,,,,,,,,
Josh Smith,2016,,6950086.0,,,,,,,
Josh Smith,2017,,,7073193.0,,,,,,
Josh Smith,2018,,,,6647496.0,,,,,
Jrue Holiday,2015,14481872.0,,,,,,,,
Jrue Holiday,2016,,14338866.0,,,,,,,
Jrue Holiday,2017,,,32945269.0,,,,,,
Jrue Holiday,2018,,,,33215620.0,,,,,
Jrue Holiday,2019,,,,,32051400.0,,,,
Jrue Holiday,2020,,,,,,32936368.0,,,
Jrue Holiday,2021,,,,,,,36044894.0,,
Jrue Holiday,2022,,,,,,,,36388575.0,
Jrue Holiday,2023,,,,,,,,,38738196.0
Juan Hernangomez,2016,,2590694.0,,,,,,,
Juan Hernangomez,2017,,,2663718.0,,,,,,
Juan Hernangomez,2018,,,,2700975.0,,,,,
Juan Hernangomez,2019,,,,,4073444.0,,,,
Juan Hernangomez,2020,,,,,,7912963.0,,,
Juan Hernangomez,2021,,,,,,,7866851.0,,
Juan Hernangomez,2022,,,,,,,,2436950.0,
Juan Toscano-Anderson,2019,,,,,429528.0,,,,
Juan Toscano-Anderson,2020,,,,,,1150399.0,,,
Juan Toscano-Anderson,2021,,,,,,,1967632.0,,
Juan Toscano-Anderson,2022,,,,,,,,2261889.0,
Juan Toscano-Anderson,2023,,,,,,,,,461240.0
Jules Bernard,2023,,,,,,,,,427342.0
Julian Champagnie,2022,,,,,,,,539571.0,
Julian Champagnie,2023,,,,,,,,,3089141.0
Julian Phillips,2023,,,,,,,,,1647542.0
Julian Strawther,2023,,,,,,,,,2503279.0
Julian Washburn,2018,,,,96313.0,,,,,
Julius Randle,2015,4123699.0,,,,,,,,
Julius Randle,2016,,4258799.0,,,,,,,
Julius Randle,2017,,,5321745.0,,,,,,
Julius Randle,2018,,,,10773431.0,,,,,
Julius Randle,2019,,,,,22078097.0,,,,
Julius Randle,2020,,,,,,24184931.0,,,
Julius Randle,2021,,,,,,,22895681.0,,
Julius Randle,2022,,,,,,,,25192443.0,
Julius Randle,2023,,,,,,,,,27744448.0
Julyan Stone,2016,,65176.0,,,,,,,
Julyan Stone,2017,,,1955046.0,,,,,,
Justin Anderson,2015,1907657.0,,,,,,,,
Justin Anderson,2016,,1973758.0,,,,,,,
Justin Anderson,2017,,,2025762.0,,,,,,
Justin Anderson,2018,,,,3136958.0,,,,,
Justin Anderson,2020,,,,,,152336.0,,,
Justin Anderson,2021,,,,,,,515532.0,,
Justin Bibbs,2018,,,,114902.0,,,,,
Justin Champagnie,2021,,,,,,,534959.0,,
Justin Champagnie,2022,,,,,,,,904680.0,
Justin Champagnie,2023,,,,,,,,,261971.0
Justin Hamilton,2016,,3910600.0,,,,,,,
Justin Hamilton,2017,,,1282582.0,,,,,,
Justin Hamilton,2018,,,,1246780.0,,,,,
Justin Harper,2015,130887.0,,,,,,,,
Justin Holiday,2015,1247120.0,,,,,,,,
Justin Holiday,2016,,1323993.0,,,,,,,
Justin Holiday,2017,,,5771621.0,,,,,,
Justin Holiday,2018,,,,5610512.0,,,,,
Justin Holiday,2019,,,,,5847016.0,,,,
Justin Holiday,2020,,,,,,6971402.0,,,
Justin Holiday,2021,,,,,,,6945508.0,,
Justin Holiday,2022,,,,,,,,6348977.0,
Justin Holiday,2023,,,,,,,,,3291427.0
Justin Jackson,2017,,,3034025.0,,,,,,
Justin Jackson,2018,,,,3500810.0,,,,,
Justin Jackson,2019,,,,,4024248.0,,,,
Justin Jackson,2020,,,,,,6227070.0,,,
Justin Jackson,2021,,,,,,,356724.0,,
Justin Jackson,2022,,,,,,,,1946784.0,
Justin Jackson,2023,,,,,,,,,149618.0
Justin James,2019,,,,,1101831.0,,,,
Justin James,2020,,,,,,1849950.0,,,
Justin James,2021,,,,,,,110928.0,,
Justin Lewis,2022,,,,,,,,108534.0,
Justin Lewis,2023,,,,,,,,,178887.0
Justin Minaya,2022,,,,,,,,37211.0,
Justin Minaya,2023,,,,,,,,,576415.0
Justin Patton,2017,,,2882578.0,,,,,,
Justin Patton,2018,,,,3325911.0,,,,,
Justin Patton,2019,,,,,592569.0,,,,
Justin Patton,2020,,,,,,326149.0,,,
Justin Robinson,2020,,,,,,241349.0,,,
Justin Robinson,2021,,,,,,,307533.0,,
Justin Tillman,2021,,,,,,,61489.0,,
Justin Wright-Foreman,2019,,,,,97595.0,,,,
Justise Winslow,2015,3267268.0,,,,,,,,
Justise Winslow,2016,,3380635.0,,,,,,,
Justise Winslow,2017,,,3469437.0,,,,,,
Justise Winslow,2018,,,,4300054.0,,,,,
Justise Winslow,2019,,,,,15945292.0,,,,
Justise Winslow,2020,,,,,,15842988.0,,,
Justise Winslow,2021,,,,,,,4512575.0,,
Justise Winslow,2022,,,,,,,,4344594.0,
Justise Winslow,2023,,,,,,,,,171113.0
Jusuf Nurkic,2015,2425055.0,,,,,,,,
Jusuf Nurkic,2016,,2504504.0,,,,,,,
Jusuf Nurkic,2017,,,3780160.0,,,,,,
Jusuf Nurkic,2018,,,,13853117.0,,,,,
Jusuf Nurkic,2019,,,,,14718731.0,,,,
Jusuf Nurkic,2020,,,,,,15707578.0,,,
Jusuf Nurkic,2021,,,,,,,13876170.0,,
Jusuf Nurkic,2022,,,,,,,,16567000.0,
Jusuf Nurkic,2023,,,,,,,,,17376423.0
Juwan Morgan,2019,,,,,915080.0,,,,
Juwan Morgan,2020,,,,,,1849950.0,,,
Juwan Morgan,2021,,,,,,,244042.0,,
Juwan Morgan,2022,,,,,,,,610969.0,
Juwan Morgan,2023,,,,,,,,,593352.0
KJ Martin,2020,,,,,,1094762.0,,,
KJ Martin,2021,,,,,,,1755313.0,,
KJ Martin,2022,,,,,,,,1890091.0,
KJ Martin,2023,,,,,,,,,1988049.0
KJ McDaniels,2015,4199471.0,,,,,,,,
KJ McDaniels,2016,,4345110.0,,,,,,,
KJ McDaniels,2017,,,128258.0,,,,,,
KZ Okpala,2019,,,,,1101831.0,,,,
KZ Okpala,2020,,,,,,1849950.0,,,
KZ Okpala,2021,,,,,,,2061329.0,,
KZ Okpala,2022,,,,,,,,2016808.0,
Kadeem Allen,2017,,,99079.0,,,,,,
Kadeem Allen,2018,,,,96313.0,,,,,
Kai Jones,2021,,,,,,,3203730.0,,
Kai Jones,2022,,,,,,,,3084420.0,
Kai Jones,2023,,,,,,,,,3293825.0
Kaiser Gates,2023,,,,,,,,,36440.0
Kaleb Tarczewski,2016,,97765.0,,,,,,,
Kalin Lucas,2018,,,,807923.0,,,,,
Karim Mane,2020,,,,,,419908.0,,,
Karl-Anthony Towns,2015,7508982.0,,,,,,,,
Karl-Anthony Towns,2016,,7769267.0,,,,,,,
Karl-Anthony Towns,2017,,,7973610.0,,,,,,
Karl-Anthony Towns,2018,,,,9774055.0,,,,,
Karl-Anthony Towns,2019,,,,,33466715.0,,,,
Karl-Anthony Towns,2020,,,,,,35912155.0,,,
Karl-Anthony Towns,2021,,,,,,,36599093.0,,
Karl-Anthony Towns,2022,,,,,,,,35873148.0,
Karl-Anthony Towns,2023,,,,,,,,,37086384.0
Kawhi Leonard,2015,21601028.0,,,,,,,,
Kawhi Leonard,2016,,22991803.0,,,,,,,
Kawhi Leonard,2017,,,24200568.0,,,,,,
Kawhi Leonard,2018,,,,28818169.0,,,,,
Kawhi Leonard,2019,,,,,40160058.0,,,,
Kawhi Leonard,2020,,,,,,41897515.0,,,
Kawhi Leonard,2021,,,,,,,45496378.0,,
Kawhi Leonard,2022,,,,,,,,45054279.0,
Kawhi Leonard,2023,,,,,,,,,46996232.0
Kay Felder,2016,,708432.0,,,,,,,
Kay Felder,2017,,,707813.0,,,,,,
Keaton Wallace,2022,,,,,,,,148847.0,
Keegan Murray,2022,,,,,,,,8491252.0,
Keegan Murray,2023,,,,,,,,,8658864.0
Keenan Evans,2018,,,,96313.0,,,,,
Keifer Sykes,2021,,,,,,,645640.0,,
Keita Bates-Diop,2018,,,,1045380.0,,,,,
Keita Bates-Diop,2019,,,,,1737855.0,,,,
Keita Bates-Diop,2020,,,,,,547332.0,,,
Keita Bates-Diop,2021,,,,,,,1999575.0,,
Keita Bates-Diop,2022,,,,,,,,1991984.0,
Keita Bates-Diop,2023,,,,,,,,,2416341.0
Keith Appling,2015,81328.0,,,,,,,,
Keith Benson,2016,,97765.0,,,,,,,
Kelan Martin,2019,,,,,97595.0,,,,
Kelan Martin,2020,,,,,,1761858.0,,,
Kelan Martin,2021,,,,,,,1149131.0,,
Keldon Johnson,2019,,,,,2392529.0,,,,
Keldon Johnson,2020,,,,,,2495928.0,,,
Keldon Johnson,2021,,,,,,,2481198.0,,
Keldon Johnson,2022,,,,,,,,4106520.0,
Keldon Johnson,2023,,,,,,,,,20594279.0
Keljin Blevins,2020,,,,,,547332.0,,,
Keljin Blevins,2021,,,,,,,534959.0,,
Kelly Olynyk,2015,2850506.0,,,,,,,,
Kelly Olynyk,2016,,4033149.0,,,,,,,
Kelly Olynyk,2017,,,15400185.0,,,,,,
Kelly Olynyk,2018,,,,16878326.0,,,,,
Kelly Olynyk,2019,,,,,15537932.0,,,,
Kelly Olynyk,2020,,,,,,15623197.0,,,
Kelly Olynyk,2021,,,,,,,14101799.0,,
Kelly Olynyk,2022,,,,,,,,13576858.0,
Kelly Olynyk,2023,,,,,,,,,12557487.0
Kelly Oubre,2015,2528060.0,,,,,,,,
Kelly Oubre,2016,,2615722.0,,,,,,,
Kelly Oubre,2017,,,2684496.0,,,,,,
Kelly Oubre,2018,,,,4000457.0,,,,,
Kelly Oubre,2019,,,,,19165014.0,,,,
Kelly Oubre,2020,,,,,,17518689.0,,,
Kelly Oubre,2021,,,,,,,13876170.0,,
Kelly Oubre,2022,,,,,,,,13359628.0,
Kelly Oubre,2023,,,,,,,,,2977383.0
Kemba Walker,2015,15798405.0,,,,,,,,
Kemba Walker,2016,,15642400.0,,,,,,,
Kemba Walker,2017,,,15390990.0,,,,,,
Kemba Walker,2018,,,,14961367.0,,,,,
Kemba Walker,2019,,,,,40160058.0,,,,
Kemba Walker,2020,,,,,,41897515.0,,,
Kemba Walker,2021,,,,,,,40434514.0,,
Kemba Walker,2022,,,,,,,,39528872.0,
Kendall Brown,2022,,,,,,,,539571.0,
Kendall Brown,2023,,,,,,,,,1132685.0
Kendall Marshall,2015,2823664.0,,,,,,,,
Kendrick Nunn,2018,,,,59059.0,,,,,
Kendrick Nunn,2019,,,,,1737855.0,,,,
Kendrick Nunn,2020,,,,,,2027733.0,,,
Kendrick Nunn,2021,,,,,,,5781737.0,,
Kendrick Nunn,2022,,,,,,,,5566512.0,
Kendrick Perkins,2015,1973730.0,,,,,,,,
Kendrick Perkins,2017,,,168739.0,,,,,,
Kennedy Chandler,2022,,,,,,,,1272345.0,
Kennedy Chandler,2023,,,,,,,,,1770967.0
Kenneth Faried,2015,14792514.0,,,,,,,,
Kenneth Faried,2016,,15744925.0,,,,,,,
Kenneth Faried,2017,,,16572695.0,,,,,,
Kenneth Faried,2018,,,,17757624.0,,,,,
Kenneth Lofton,2022,,,,,,,,1596757.0,
Kenneth Lofton,2023,,,,,,,,,2663474.0
Kenny Wooten,2019,,,,,97595.0,,,,
Kenrich Williams,2018,,,,1045380.0,,,,,
Kenrich Williams,2019,,,,,1737855.0,,,,
Kenrich Williams,2020,,,,,,2437382.0,,,
Kenrich Williams,2021,,,,,,,2312695.0,,
Kenrich Williams,2022,,,,,,,,2120576.0,
Kenrich Williams,2023,,,,,,,,,6358483.0
Kent Bazemore,2015,2633067.0,,,,,,,,
Kent Bazemore,2016,,20505018.0,,,,,,,
Kent Bazemore,2017,,,21688613.0,,,,,,
Kent Bazemore,2018,,,,22554121.0,,,,,
Kent Bazemore,2019,,,,,23635416.0,,,,
Kent Bazemore,2020,,,,,,2827417.0,,,
Kent Bazemore,2021,,,,,,,2777011.0,,
Kentavious Caldwell-Pope,2015,3807099.0,,,,,,,,
Kentavious Caldwell-Pope,2016,,4794811.0,,,,,,,
Kentavious Caldwell-Pope,2017,,,22760573.0,,,,,,
Kentavious Caldwell-Pope,2018,,,,14961367.0,,,,,
Kentavious Caldwell-Pope,2019,,,,,9983325.0,,,,
Kentavious Caldwell-Pope,2020,,,,,,14713286.0,,,
Kentavious Caldwell-Pope,2021,,,,,,,15077455.0,,
Kentavious Caldwell-Pope,2022,,,,,,,,14849018.0,
Kentavious Caldwell-Pope,2023,,,,,,,,,15141880.0
Keon Ellis,2022,,,,,,,,539571.0,
Keon Ellis,2023,,,,,,,,,703737.0
Keon Johnson,2021,,,,,,,2952432.0,,
Keon Johnson,2022,,,,,,,,2842674.0,
Keon Johnson,2023,,,,,,,,,3442091.0
Kessler Edwards,2021,,,,,,,535632.0,,
Kessler Edwards,2022,,,,,,,,1736715.0,
Kessler Edwards,2023,,,,,,,,,1985181.0
Kevin Durant,2015,28926683.0,,,,,,,,
Kevin Durant,2016,,34595905.0,,,,,,,
Kevin Durant,2017,,,32064562.0,,,,,,
Kevin Durant,2018,,,,37403418.0,,,,,
Kevin Durant,2019,,,,,45626840.0,,,,
Kevin Durant,2020,,,,,,48880434.0,,,
Kevin Durant,2021,,,,,,,48588451.0,,
Kevin Durant,2022,,,,,,,,46779742.0,
Kevin Durant,2023,,,,,,,,,49065286.0
Kevin Garnett,2015,11190537.0,,,,,,,,
Kevin Garnett,2016,,10428266.0,,,,,,,
Kevin Hervey,2019,,,,,97595.0,,,,
Kevin Huerter,2018,,,,2806453.0,,,,,
Kevin Huerter,2019,,,,,3233558.0,,,,
Kevin Huerter,2020,,,,,,3365928.0,,,
Kevin Huerter,2021,,,,,,,4918358.0,,
Kevin Huerter,2022,,,,,,,,15383643.0,
Kevin Huerter,2023,,,,,,,,,16135250.0
Kevin Knox,2018,,,,4668993.0,,,,,
Kevin Knox,2019,,,,,5372484.0,,,,
Kevin Knox,2020,,,,,,5592185.0,,,
Kevin Knox,2021,,,,,,,6759982.0,,
Kevin Knox,2022,,,,,,,,3180864.0,
Kevin Knox,2023,,,,,,,,,2208036.0
Kevin Love,2015,25921234.0,,,,,,,,
Kevin Love,2016,,27590163.0,,,,,,,
Kevin Love,2017,,,29040682.0,,,,,,
Kevin Love,2018,,,,30071132.0,,,,,
Kevin Love,2019,,,,,35500144.0,,,,
Kevin Love,2020,,,,,,38094169.0,,,
Kevin Love,2021,,,,,,,36145407.0,,
Kevin Love,2022,,,,,,,,32399186.0,
Kevin Love,2023,,,,,,,,,3949713.0
Kevin Martin,2015,9745607.0,,,,,,,,
Kevin Martin,2016,,4348587.0,,,,,,,
Kevin Pangos,2021,,,,,,,1814515.0,,
Kevin Porter,2019,,,,,1583441.0,,,,
Kevin Porter,2020,,,,,,2093688.0,,,
Kevin Porter,2021,,,,,,,2061329.0,,
Kevin Porter,2022,,,,,,,,3411615.0,
Kevin Porter,2023,,,,,,,,,16331263.0
Kevin Seraphin,2015,3704726.0,,,,,,,,
Kevin Seraphin,2016,,2346360.0,,,,,,,
Kevon Harris,2022,,,,,,,,539571.0,
Kevon Harris,2023,,,,,,,,,576415.0
Kevon Looney,2015,1490263.0,,,,,,,,
Kevon Looney,2016,,1541871.0,,,,,,,
Kevon Looney,2017,,,1887168.0,,,,,,
Kevon Looney,2018,,,,1953713.0,,,,,
Kevon Looney,2019,,,,,5475718.0,,,,
Kevon Looney,2020,,,,,,5875834.0,,,
Kevon Looney,2021,,,,,,,5988228.0,,
Kevon Looney,2022,,,,,,,,8482304.0,
Kevon Looney,2023,,,,,,,,,7722854.0
Keyontae Johnson,2023,,,,,,,,,576415.0
Keyonte George,2023,,,,,,,,,4005356.0
Khem Birch,2017,,,1046093.0,,,,,,
Khem Birch,2018,,,,1718365.0,,,,,
Khem Birch,2019,,,,,3679682.0,,,,
Khem Birch,2020,,,,,,3670087.0,,,
Khem Birch,2021,,,,,,,7342806.0,,
Khem Birch,2022,,,,,,,,7069470.0,
Khem Birch,2023,,,,,,,,,7192552.0
Khris Middleton,2015,19353047.0,,,,,,,,
Khris Middleton,2016,,19813706.0,,,,,,,
Khris Middleton,2017,,,18084413.0,,,,,,
Khris Middleton,2018,,,,16208147.0,,,,,
Khris Middleton,2019,,,,,37536994.0,,,,
Khris Middleton,2020,,,,,,40279853.0,,,
Khris Middleton,2021,,,,,,,41050337.0,,
Khris Middleton,2022,,,,,,,,40274272.0,
Khris Middleton,2023,,,,,,,,,30192230.0
Khyri Thomas,2018,,,,1045380.0,,,,,
Khyri Thomas,2019,,,,,1737855.0,,,,
Khyri Thomas,2020,,,,,,1293376.0,,,
Killian Hayes,2020,,,,,,6467741.0,,,
Killian Hayes,2021,,,,,,,6443954.0,,
Killian Hayes,2022,,,,,,,,6189706.0,
Killian Hayes,2023,,,,,,,,,7634253.0
Killian Tillie,2020,,,,,,547332.0,,,
Killian Tillie,2021,,,,,,,2198939.0,,
Killian Tillie,2022,,,,,,,,2016270.0,
Kira Lewis,2020,,,,,,4436280.0,,,
Kira Lewis,2021,,,,,,,4419837.0,,
Kira Lewis,2022,,,,,,,,4245690.0,
Kira Lewis,2023,,,,,,,,,5892142.0
Kirk Hinrich,2015,3778452.0,,,,,,,,
Klay Thompson,2015,20407590.0,,,,,,,,
Klay Thompson,2016,,21721525.0,,,,,,,
Klay Thompson,2017,,,22863508.0,,,,,,
Klay Thompson,2018,,,,23674774.0,,,,,
Klay Thompson,2019,,,,,40160058.0,,,,
Klay Thompson,2020,,,,,,43094587.0,,,
Klay Thompson,2021,,,,,,,43918911.0,,
Klay Thompson,2022,,,,,,,,43047777.0,
Klay Thompson,2023,,,,,,,,,44503661.0
Kobe Brown,2023,,,,,,,,,2485066.0
Kobe Bryant,2015,32913345.0,,,,,,,,
Kobe Bufkin,2023,,,,,,,,,4215900.0
Kobi Simmons,2017,,,99079.0,,,,,,
Kobi Simmons,2018,,,,95049.0,,,,,
Kobi Simmons,2019,,,,,97595.0,,,,
Kobi Simmons,2022,,,,,,,,34772.0,
Kobi Simmons,2023,,,,,,,,,123823.0
Kosta Koufos,2015,10137310.0,,,,,,,,
Kosta Koufos,2016,,10488881.0,,,,,,,
Kosta Koufos,2017,,,10764715.0,,,,,,
Kosta Koufos,2018,,,,10896239.0,,,,,
Kostas Antetokounmpo,2018,,,,96313.0,,,,,
Kostas Antetokounmpo,2019,,,,,97595.0,,,,
Kostas Antetokounmpo,2020,,,,,,547332.0,,,
Kostas Antetokounmpo,2022,,,,,,,,182957.0,
Kostas Papanikolaou,2015,1053648.0,,,,,,,,
Kris Dunn,2016,,5047958.0,,,,,,,
Kris Dunn,2017,,,5190303.0,,,,,,
Kris Dunn,2018,,,,5262660.0,,,,,
Kris Dunn,2019,,,,,6559656.0,,,,
Kris Dunn,2020,,,,,,5809502.0,,,
Kris Dunn,2021,,,,,,,6148796.0,,
Kris Dunn,2022,,,,,,,,1060289.0,
Kris Dunn,2023,,,,,,,,,2663338.0
Kris Humphries,2015,5845409.0,,,,,,,,
Kris Humphries,2016,,11249492.0,,,,,,,
Kris Murray,2023,,,,,,,,,2932114.0
Kristaps Porzingis,2015,5439549.0,,,,,,,,
Kristaps Porzingis,2016,,5628291.0,,,,,,,
Kristaps Porzingis,2017,,,5776238.0,,,,,,
Kristaps Porzingis,2018,,,,7102976.0,,,,,
Kristaps Porzingis,2019,,,,,33466715.0,,,,
Kristaps Porzingis,2020,,,,,,35912155.0,,,
Kristaps Porzingis,2021,,,,,,,36599093.0,,
Kristaps Porzingis,2022,,,,,,,,35873148.0,
Kristaps Porzingis,2023,,,,,,,,,37086384.0
Ky Bowman,2019,,,,,429528.0,,,,
Kyle Alexander,2019,,,,,97595.0,,,,
Kyle Anderson,2015,1504640.0,,,,,,,,
Kyle Anderson,2016,,1553916.0,,,,,,,
Kyle Anderson,2017,,,2759737.0,,,,,,
Kyle Anderson,2018,,,,10773431.0,,,,,
Kyle Anderson,2019,,,,,11128648.0,,,,
Kyle Anderson,2020,,,,,,11583784.0,,,
Kyle Anderson,2021,,,,,,,11490798.0,,
Kyle Anderson,2022,,,,,,,,9309846.0,
Kyle Anderson,2023,,,,,,,,,9493460.0
Kyle Collinsworth,2016,,91247.0,,,,,,,
Kyle Collinsworth,2017,,,764036.0,,,,,,
Kyle Guy,2019,,,,,97595.0,,,,
Kyle Guy,2020,,,,,,655519.0,,,
Kyle Guy,2021,,,,,,,442972.0,,
Kyle Korver,2015,7565434.0,,,,,,,,
Kyle Korver,2016,,6829780.0,,,,,,,
Kyle Korver,2017,,,8978077.0,,,,,,
Kyle Korver,2018,,,,9425661.0,,,,,
Kyle Korver,2019,,,,,3145825.0,,,,
Kyle Kuzma,2017,,,1825833.0,,,,,,
Kyle Kuzma,2018,,,,2106859.0,,,,,
Kyle Kuzma,2019,,,,,2421967.0,,,,
Kyle Kuzma,2020,,,,,,4341195.0,,,
Kyle Kuzma,2021,,,,,,,15032517.0,,
Kyle Kuzma,2022,,,,,,,,13783744.0,
Kyle Kuzma,2023,,,,,,,,,26327914.0
Kyle Lowry,2015,15798405.0,,,,,,,,
Kyle Lowry,2016,,15642400.0,,,,,,,
Kyle Lowry,2017,,,37071385.0,,,,,,
Kyle Lowry,2018,,,,40769726.0,,,,,
Kyle Lowry,2019,,,,,40839936.0,,,,
Kyle Lowry,2020,,,,,,37170089.0,,,
Kyle Lowry,2021,,,,,,,31203029.0,,
Kyle Lowry,2022,,,,,,,,30041494.0,
Kyle Lowry,2023,,,,,,,,,30564525.0
Kyle O'Quinn,2015,4937001.0,,,,,,,,
Kyle O'Quinn,2016,,5108221.0,,,,,,,
Kyle O'Quinn,2017,,,5242556.0,,,,,,
Kyle O'Quinn,2018,,,,5546926.0,,,,,
Kyle O'Quinn,2019,,,,,2666933.0,,,,
Kyle Singler,2015,5924402.0,,,,,,,,
Kyle Singler,2016,,6305842.0,,,,,,,
Kyle Singler,2017,,,5985171.0,,,,,,
Kyle Singler,2018,,,,2076304.0,,,,,
Kyle Singler,2020,,,,,,1217716.0,,,
Kyle Singler,2021,,,,,,,1155422.0,,
Kyle Singler,2022,,,,,,,,1059439.0,
Kyle Wiltjer,2016,,708432.0,,,,,,,
Kyrie Irving,2015,21601028.0,,,,,,,,
Kyrie Irving,2016,,22991803.0,,,,,,,
Kyrie Irving,2017,,,24200569.0,,,,,,
Kyrie Irving,2018,,,,25059279.0,,,,,
Kyrie Irving,2019,,,,,38933497.0,,,,
Kyrie Irving,2020,,,,,,41097748.0,,,
Kyrie Irving,2021,,,,,,,40852255.0,,
Kyrie Irving,2022,,,,,,,,41263288.0,
Kyrie Irving,2023,,,,,,,,,39167268.0
LaMarcus Aldridge,2015,25921234.0,,,,,,,,
LaMarcus Aldridge,2016,,26820205.0,,,,,,,
LaMarcus Aldridge,2017,,,27525516.0,,,,,,
LaMarcus Aldridge,2018,,,,27861825.0,,,,,
LaMarcus Aldridge,2019,,,,,31890584.0,,,,
LaMarcus Aldridge,2020,,,,,,21483506.0,,,
LaMarcus Aldridge,2021,,,,,,,3054712.0,,
LaMelo Ball,2020,,,,,,9554492.0,,,
LaMelo Ball,2021,,,,,,,9518775.0,,
LaMelo Ball,2022,,,,,,,,9143838.0,
LaMelo Ball,2023,,,,,,,,,11224536.0
Lamar Patterson,2015,691302.0,,,,,,,,
Lamar Patterson,2016,,316710.0,,,,,,,
Lamar Stevens,2020,,,,,,1218691.0,,,
Lamar Stevens,2021,,,,,,,1755313.0,,
Lamar Stevens,2022,,,,,,,,1890091.0,
Lamar Stevens,2023,,,,,,,,,2566411.0
Lance Stephenson,2015,11848804.0,,,,,,,,
Lance Stephenson,2016,,7002152.0,,,,,,,
Lance Stephenson,2017,,,5361194.0,,,,,,
Lance Stephenson,2018,,,,5546926.0,,,,,
Lance Stephenson,2021,,,,,,,1867297.0,,
Lance Thomas,2015,2154957.0,,,,,,,,
Lance Thomas,2016,,8070174.0,,,,,,,
Lance Thomas,2017,,,8536003.0,,,,,,
Lance Thomas,2018,,,,8876641.0,,,,,
Landry Nnoko,2017,,,64129.0,,,,,,
Landry Shamet,2018,,,,2126907.0,,,,,
Landry Shamet,2019,,,,,2447136.0,,,,
Landry Shamet,2020,,,,,,2547113.0,,,
Landry Shamet,2021,,,,,,,4357512.0,,
Landry Shamet,2022,,,,,,,,10072736.0,
Landry Shamet,2023,,,,,,,,,10554568.0
Langston Galloway,2015,1112548.0,,,,,,,,
Langston Galloway,2016,,6778373.0,,,,,,,
Langston Galloway,2017,,,8550550.0,,,,,,
Langston Galloway,2018,,,,8727464.0,,,,,
Langston Galloway,2019,,,,,8994779.0,,,,
Langston Galloway,2020,,,,,,2472230.0,,,
Langston Galloway,2021,,,,,,,446496.0,,
Larry Drew II,2017,,,285340.0,,,,,,
Larry Nance Jr,2015,1521386.0,,,,,,,,
Larry Nance Jr,2016,,1574251.0,,,,,,,
Larry Nance Jr,2017,,,1887168.0,,,,,,
Larry Nance Jr,2018,,,,2833171.0,,,,,
Larry Nance Jr,2019,,,,,15610775.0,,,,
Larry Nance Jr,2020,,,,,,14269769.0,,,
Larry Nance Jr,2021,,,,,,,12362406.0,,
Larry Nance Jr,2022,,,,,,,,10255876.0,
Larry Nance Jr,2023,,,,,,,,,10683282.0
Larry Sanders,2015,6582669.0,,,,,,,,
Larry Sanders,2016,,6788438.0,,,,,,,
Larry Sanders,2017,,,6412912.0,,,,,,
Larry Sanders,2020,,,,,,2273524.0,,,
Larry Sanders,2021,,,,,,,2157219.0,,
Lauri Markkanen,2017,,,4901568.0,,,,,,
Lauri Markkanen,2018,,,,5655546.0,,,,,
Lauri Markkanen,2019,,,,,6501263.0,,,,
Lauri Markkanen,2020,,,,,,8203631.0,,,
Lauri Markkanen,2021,,,,,,,18144143.0,,
Lauri Markkanen,2022,,,,,,,,17468726.0,
Lauri Markkanen,2023,,,,,,,,,17772862.0
Lavoy Allen,2015,4673695.0,,,,,,,,
Lavoy Allen,2016,,4562366.0,,,,,,,
Lavoy Allen,2017,,,4489038.0,,,,,,
LeBron James,2015,30241440.0,,,,,,,,
LeBron James,2016,,40361889.0,,,,,,,
