Player,Season,2015/16(*),2016/17(*),2017/18(*),2018/19(*),2019/20(*),2020/21(*),2021/22(*),2022/23(*),2023/24(*)
Ian Mahinmi,2018,,,,19948489.0,,,,,
Ian Mahinmi,2019,,,,,18950429.0,,,,
Ibou Badji,2022,,,,,,,,19324.0,
Ibou Badji,2023,,,,,,,,,480346.0
Ignas Brazdeikis,2019,,,,,1101831.0,,,,
Ignas Brazdeikis,2020,,,,,,2055097.0,,,
Ignas Brazdeikis,2021,,,,,,,534959.0,,
Ike Anigbogu,2017,,,1218453.0,,,,,,
Ike Anigbogu,2018,,,,1682384.0,,,,,
Iman Shumpert,2015,11834013.0,,,,,,,,
Iman Shumpert,2016,,12595941.0,,,,,,,
Iman Shumpert,2017,,,13258156.0,,,,,,
Iman Shumpert,2018,,,,13728593.0,,,,,
Iman Shumpert,2020,,,,,,978662.0,,,
Immanuel Quickley,2020,,,,,,2565979.0,,,
Immanuel Quickley,2021,,,,,,,2556268.0,,
Immanuel Quickley,2022,,,,,,,,2455881.0,
Immanuel Quickley,2023,,,,,,,,,4295501.0
Isaac Bonga,2018,,,,1246780.0,,,,,
Isaac Bonga,2019,,,,,1737855.0,,,,
Isaac Bonga,2020,,,,,,2027733.0,,,
Isaac Bonga,2021,,,,,,,1999575.0,,
Isaac Humphries,2018,,,,59059.0,,,,,
Isaac Okoro,2020,,,,,,7800746.0,,,
Isaac Okoro,2021,,,,,,,7771488.0,,
Isaac Okoro,2022,,,,,,,,7465360.0,
Isaac Okoro,2023,,,,,,,,,9185866.0
Isaiah Briscoe,2018,,,,1045380.0,,,,,
Isaiah Canaan,2015,1247120.0,,,,,,,,
Isaiah Canaan,2016,,1323993.0,,,,,,,
Isaiah Canaan,2017,,,1428620.0,,,,,,
Isaiah Canaan,2018,,,,928440.0,,,,,
Isaiah Cousins,2016,,130353.0,,,,,,,
Isaiah Hartenstein,2018,,,,1045380.0,,,,,
Isaiah Hartenstein,2020,,,,,,1974967.0,,,
Isaiah Hartenstein,2021,,,,,,,1999575.0,,
Isaiah Hartenstein,2022,,,,,,,,9388722.0,
Isaiah Hartenstein,2023,,,,,,,,,9519830.0
Isaiah Hicks,2017,,,99079.0,,,,,,
Isaiah Hicks,2018,,,,96313.0,,,,,
Isaiah Jackson,2021,,,,,,,2834485.0,,
Isaiah Jackson,2022,,,,,,,,2728926.0,
Isaiah Jackson,2023,,,,,,,,,2776397.0
Isaiah Joe,2020,,,,,,1094762.0,,,
Isaiah Joe,2021,,,,,,,1755313.0,,
Isaiah Joe,2022,,,,,,,,1946784.0,
Isaiah Joe,2023,,,,,,,,,2056583.0
Isaiah Livers,2021,,,,,,,1222559.0,,
Isaiah Livers,2022,,,,,,,,1657779.0,
Isaiah Livers,2023,,,,,,,,,1890653.0
Isaiah Mobley,2022,,,,,,,,539571.0,
Isaiah Mobley,2023,,,,,,,,,576415.0
Isaiah Roby,2019,,,,,1839841.0,,,,
Isaiah Roby,2020,,,,,,1849950.0,,,
Isaiah Roby,2021,,,,,,,2061329.0,,
Isaiah Roby,2022,,,,,,,,2471192.0,
Isaiah Stewart,2020,,,,,,3803633.0,,,
Isaiah Stewart,2021,,,,,,,3789443.0,,
Isaiah Stewart,2022,,,,,,,,3640308.0,
Isaiah Stewart,2023,,,,,,,,,5423207.0
Isaiah Taylor,2016,,397577.0,,,,,,,
Isaiah Taylor,2017,,,1683531.0,,,,,,
Isaiah Thomas,2015,9101025.0,,,,,,,,
Isaiah Thomas,2016,,8586544.0,,,,,,,
Isaiah Thomas,2017,,,8030754.0,,,,,,
Isaiah Thomas,2018,,,,2530295.0,,,,,
Isaiah Thomas,2020,,,,,,194622.0,,,
Isaiah Thomas,2021,,,,,,,1053345.0,,
Isaiah Thomas,2023,,,,,,,,,491822.0
Isaiah Todd,2021,,,,,,,1734521.0,,
Isaiah Todd,2022,,,,,,,,1669953.0,
Isaiah Todd,2023,,,,,,,,,1890653.0
Isaiah Whitehead,2016,,1400183.0,,,,,,,
Isaiah Whitehead,2017,,,1683531.0,,,,,,
Isaiah Whitehead,2018,,,,905648.0,,,,,
Isaiah Wong,2023,,,,,,,,,576415.0
Ishmael Smith,2015,1448979.0,,,,,,,,
Ishmael Smith,2016,,7821200.0,,,,,,,
Ishmael Smith,2017,,,7695495.0,,,,,,
Ishmael Smith,2018,,,,7480683.0,,,,,
Ishmael Smith,2019,,,,,7359365.0,,,,
Ishmael Smith,2020,,,,,,7312148.0,,,
Ishmael Smith,2021,,,,,,,5203563.0,,
Ishmael Smith,2022,,,,,,,,5009860.0,
Ishmael Smith,2023,,,,,,,,,3291427.0
Ishmail Wainright,2021,,,,,,,818569.0,,
Ishmail Wainright,2022,,,,,,,,1039142.0,
Ishmail Wainright,2023,,,,,,,,,1017633.0
Ivan Rabb,2017,,,1218453.0,,,,,,
Ivan Rabb,2018,,,,1718365.0,,,,,
Ivica Zubac,2016,,1348981.0,,,,,,,
Ivica Zubac,2017,,,1683531.0,,,,,,
Ivica Zubac,2018,,,,1926214.0,,,,,
Ivica Zubac,2019,,,,,7949932.0,,,,
Ivica Zubac,2020,,,,,,8530840.0,,,
Ivica Zubac,2021,,,,,,,8694019.0,,
Ivica Zubac,2022,,,,,,,,10733780.0,
Ivica Zubac,2023,,,,,,,,,11258205.0
Izaiah Brockington,2023,,,,,,,,,66254.0
JD Davison,2022,,,,,,,,539571.0,
JD Davison,2023,,,,,,,,,576415.0
JJ Hickson,2015,7350752.0,,,,,,,,
JJ O'Brien,2015,40663.0,,,,,,,,
JJ Redick,2015,9327642.0,,,,,,,,
JJ Redick,2016,,9616817.0,,,,,,,
JJ Redick,2017,,,29499397.0,,,,,,
JJ Redick,2018,,,,15273062.0,,,,,
JJ Redick,2019,,,,,16541768.0,,,,
JJ Redick,2020,,,,,,15859684.0,,,
JP Macura,2018,,,,96313.0,,,,,
JP Macura,2019,,,,,130237.0,,,,
JP Tokoto,2016,,130353.0,,,,,,,
JR Smith,2015,6582669.0,,,,,,,,
JR Smith,2016,,16685226.0,,,,,,,
JR Smith,2017,,,17648335.0,,,,,,
JR Smith,2018,,,,18352610.0,,,,,
JR Smith,2019,,,,,2142151.0,,,,
JR Smith,2020,,,,,,1775227.0,,,
JR Smith,2021,,,,,,,1684413.0,,
JT Thor,2021,,,,,,,1445434.0,,
JT Thor,2022,,,,,,,,1657779.0,
JT Thor,2023,,,,,,,,,1890653.0
Ja Morant,2019,,,,,10708171.0,,,,
Ja Morant,2020,,,,,,11171500.0,,,
Ja Morant,2021,,,,,,,11104821.0,,
Ja Morant,2022,,,,,,,,12850096.0,
Ja Morant,2023,,,,,,,,,35015681.0
Ja'Vonte Smart,2021,,,,,,,307447.0,,
Ja'Vonte Smart,2023,,,,,,,,,202076.0
JaKarr Sampson,2015,1452856.0,,,,,,,,
JaKarr Sampson,2017,,,99079.0,,,,,,
JaKarr Sampson,2018,,,,106546.0,,,,,
JaKarr Sampson,2019,,,,,2130714.0,,,,
JaKarr Sampson,2020,,,,,,2294633.0,,,
JaMychal Green,2015,1112548.0,,,,,,,,
JaMychal Green,2016,,1278024.0,,,,,,,
JaMychal Green,2017,,,10944703.0,,,,,,
JaMychal Green,2018,,,,10057364.0,,,,,
JaMychal Green,2019,,,,,5847016.0,,,,
JaMychal Green,2020,,,,,,8774285.0,,,
JaMychal Green,2021,,,,,,,9482049.0,,
JaMychal Green,2022,,,,,,,,8694360.0,
JaQuori McLaughlin,2021,,,,,,,255181.0,,
JaVale McGee,2015,17471672.0,,,,,,,,
JaVale McGee,2016,,1829653.0,,,,,,,
JaVale McGee,2017,,,2715169.0,,,,,,
JaVale McGee,2018,,,,2984651.0,,,,,
JaVale McGee,2019,,,,,4906243.0,,,,
JaVale McGee,2020,,,,,,5118504.0,,,
JaVale McGee,2021,,,,,,,5781737.0,,
JaVale McGee,2022,,,,,,,,5790465.0,
JaVale McGee,2023,,,,,,,,,5709529.0
Jabari Bird,2017,,,99079.0,,,,,,
Jabari Bird,2018,,,,1682384.0,,,,,
Jabari Parker,2015,6783361.0,,,,,,,,
Jabari Parker,2016,,7005605.0,,,,,,,
Jabari Parker,2017,,,8698977.0,,,,,,
Jabari Parker,2018,,,,24935612.0,,,,,
Jabari Parker,2019,,,,,7972646.0,,,,
Jabari Parker,2020,,,,,,8446419.0,,,
Jabari Parker,2021,,,,,,,1350944.0,,
Jabari Smith,2022,,,,,,,,9418156.0,
Jabari Smith,2023,,,,,,,,,9603647.0
Jabari Walker,2022,,,,,,,,1079140.0,
Jabari Walker,2023,,,,,,,,,1770967.0
Jack Cooley,2017,,,99079.0,,,,,,
Jack White,2022,,,,,,,,539571.0,
Jack White,2023,,,,,,,,,724454.0
Jacob Evans,2018,,,,2052699.0,,,,,
Jacob Evans,2019,,,,,2362209.0,,,,
Jacob Evans,2020,,,,,,2458490.0,,,
Jacob Gilyard,2022,,,,,,,,6201.0,
Jacob Gilyard,2023,,,,,,,,,722175.0
Jacob Pullen,2017,,,99079.0,,,,,,
Jacob Toppin,2023,,,,,,,,,781805.0
Jacob Wiley,2017,,,99079.0,,,,,,
Jaden Hardy,2022,,,,,,,,1079140.0,
Jaden Hardy,2023,,,,,,,,,1770967.0
Jaden Ivey,2022,,,,,,,,7689420.0,
Jaden Ivey,2023,,,,,,,,,7840736.0
Jaden McDaniels,2020,,,,,,2394436.0,,,
Jaden McDaniels,2021,,,,,,,2385868.0,,
Jaden McDaniels,2022,,,,,,,,2291748.0,
Jaden McDaniels,2023,,,,,,,,,4017325.0
Jaden Springer,2021,,,,,,,2340077.0,,
Jaden Springer,2022,,,,,,,,2253324.0,
Jaden Springer,2023,,,,,,,,,2292390.0
Jae Crowder,2015,8947317.0,,,,,,,,
Jae Crowder,2016,,8194542.0,,,,,,,
Jae Crowder,2017,,,8716580.0,,,,,,
Jae Crowder,2018,,,,9108760.0,,,,,
Jae Crowder,2019,,,,,9586227.0,,,,
Jae Crowder,2020,,,,,,11282645.0,,,
Jae Crowder,2021,,,,,,,11240738.0,,
Jae Crowder,2022,,,,,,,,10797761.0,
Jae Crowder,2023,,,,,,,,,3291427.0
Jae'Sean Tate,2020,,,,,,1761858.0,,,
Jae'Sean Tate,2021,,,,,,,1755313.0,,
Jae'Sean Tate,2022,,,,,,,,7491164.0,
Jae'Sean Tate,2023,,,,,,,,,7207997.0
Jahlil Okafor,2015,6033253.0,,,,,,,,
Jahlil Okafor,2016,,6242412.0,,,,,,,
Jahlil Okafor,2017,,,6406653.0,,,,,,
Jahlil Okafor,2018,,,,1953713.0,,,,,
Jahlil Okafor,2019,,,,,2088202.0,,,,
Jahlil Okafor,2020,,,,,,2294633.0,,,
Jahlil Okafor,2021,,,,,,,2463046.0,,
Jahmi'us Ramsey,2020,,,,,,1218691.0,,,
Jahmi'us Ramsey,2021,,,,,,,1755313.0,,
Jahmi'us Ramsey,2023,,,,,,,,,239048.0
Jaime Echenique,2021,,,,,,,61489.0,,
Jaime Jaquez,2023,,,,,,,,,3614852.0
Jake LaRavia,2022,,,,,,,,3231376.0,
Jake LaRavia,2023,,,,,,,,,3295002.0
Jake Layman,2016,,782120.0,,,,,,,
Jake Layman,2017,,,1683531.0,,,,,,
Jake Layman,2018,,,,1926214.0,,,,,
Jake Layman,2019,,,,,4393524.0,,,,
Jake Layman,2020,,,,,,4583602.0,,,
Jake Layman,2021,,,,,,,4556222.0,,
Jakob Poeltl,2016,,3524702.0,,,,,,,
Jakob Poeltl,2017,,,3624116.0,,,,,,
Jakob Poeltl,2018,,,,3674661.0,,,,,
Jakob Poeltl,2019,,,,,4605595.0,,,,
Jakob Poeltl,2020,,,,,,9873657.0,,,
Jakob Poeltl,2021,,,,,,,10118040.0,,
Jakob Poeltl,2022,,,,,,,,9964743.0,
Jakob Poeltl,2023,,,,,,,,,20079422.0
Jalen Brunson,2018,,,,1533540.0,,,,,
Jalen Brunson,2019,,,,,1737855.0,,,,
Jalen Brunson,2020,,,,,,2027733.0,,,
Jalen Brunson,2021,,,,,,,2083804.0,,
Jalen Brunson,2022,,,,,,,,29405319.0,
Jalen Brunson,2023,,,,,,,,,27129530.0
Jalen Crutcher,2023,,,,,,,,,66254.0
Jalen Duren,2022,,,,,,,,4372924.0,
Jalen Duren,2023,,,,,,,,,4459361.0
Jalen Green,2021,,,,,,,10397969.0,,
Jalen Green,2022,,,,,,,,10011069.0,
Jalen Green,2023,,,,,,,,,10185395.0
Jalen Harris,2020,,,,,,547332.0,,,
Jalen Hood-Schifino,2023,,,,,,,,,3804871.0
Jalen Johnson,2021,,,,,,,3075514.0,,
Jalen Johnson,2022,,,,,,,,2961002.0,
Jalen Johnson,2023,,,,,,,,,3012284.0
Jalen Jones,2016,,32588.0,,,,,,,
Jalen Jones,2017,,,99079.0,,,,,,
Jalen Jones,2018,,,,96313.0,,,,,
Jalen Lecque,2019,,,,,1101831.0,,,,
Jalen Lecque,2020,,,,,,1849950.0,,,
Jalen McDaniels,2019,,,,,1101831.0,,,,
Jalen McDaniels,2020,,,,,,1849950.0,,,
Jalen McDaniels,2021,,,,,,,2061329.0,,
Jalen McDaniels,2022,,,,,,,,2047077.0,
Jalen McDaniels,2023,,,,,,,,,4650188.0
Jalen Pickett,2023,,,,,,,,,1758898.0
Jalen Slawson,2023,,,,,,,,,576415.0
Jalen Smith,2020,,,,,,5174222.0,,,
Jalen Smith,2021,,,,,,,5154997.0,,
Jalen Smith,2022,,,,,,,,4951714.0,
Jalen Smith,2023,,,,,,,,,5193643.0
Jalen Suggs,2021,,,,,,,7623706.0,,
Jalen Suggs,2022,,,,,,,,7339652.0,
Jalen Suggs,2023,,,,,,,,,7467568.0
Jalen Williams,2022,,,,,,,,4603219.0,
Jalen Williams,2023,,,,,,,,,4694136.0
Jalen Wilson,2023,,,,,,,,,875256.0
Jamal Cain,2022,,,,,,,,539571.0,
Jamal Cain,2023,,,,,,,,,576415.0
Jamal Crawford,2015,7471329.0,,,,,,,,
Jamal Crawford,2016,,17275743.0,,,,,,,
Jamal Crawford,2017,,,19586012.0,,,,,,
Jamal Crawford,2018,,,,5857515.0,,,,,
Jamal Crawford,2019,,,,,355461.0,,,,
Jamal Murray,2016,,4185437.0,,,,,,,
Jamal Murray,2017,,,4303474.0,,,,,,
Jamal Murray,2018,,,,4363482.0,,,,,
Jamal Murray,2019,,,,,5451751.0,,,,
Jamal Murray,2020,,,,,,33251996.0,,,
Jamal Murray,2021,,,,,,,34075017.0,,
Jamal Murray,2022,,,,,,,,33558751.0,
Jamal Murray,2023,,,,,,,,,34838724.0
Jamaree Bouyea,2022,,,,,,,,124038.0,
Jamaree Bouyea,2023,,,,,,,,,175876.0
Jameel Warney,2017,,,59100.0,,,,,,
Jameer Nelson,2015,5720339.0,,,,,,,,
Jameer Nelson,2016,,5918725.0,,,,,,,
Jameer Nelson,2017,,,8976691.0,,,,,,
Jamel Artis,2017,,,99079.0,,,,,,
James Anderson,2015,1336836.0,,,,,,,,
James Bouknight,2021,,,,,,,4803930.0,,
James Bouknight,2022,,,,,,,,4625230.0,
James Bouknight,2023,,,,,,,,,4705875.0
James Ennis,2015,1243435.0,,,,,,,,
James Ennis,2016,,3777639.0,,,,,,,
James Ennis,2017,,,3884185.0,,,,,,
James Ennis,2018,,,,2021548.0,,,,,
James Ennis,2019,,,,,2309451.0,,,,
James Ennis,2020,,,,,,4021681.0,,,
James Ennis,2021,,,,,,,446496.0,,
James Harden,2015,20694676.0,,,,,,,,
James Harden,2016,,34595905.0,,,,,,,
James Harden,2017,,,36296314.0,,,,,,
James Harden,2018,,,,38114083.0,,,,,
James Harden,2019,,,,,46853401.0,,,,
James Harden,2020,,,,,,50277018.0,,,
James Harden,2021,,,,,,,51238730.0,,
James Harden,2022,,,,,,,,34989504.0,
James Harden,2023,,,,,,,,,36740807.0
James Johnson,2015,3291334.0,,,,,,,,
James Johnson,2016,,5214133.0,,,,,,,
James Johnson,2017,,,17614988.0,,,,,,
James Johnson,2018,,,,17979449.0,,,,,
James Johnson,2019,,,,,18826974.0,,,,
James Johnson,2020,,,,,,19556463.0,,,
James Johnson,2021,,,,,,,3054712.0,,
James Johnson,2022,,,,,,,,4072637.0,
James Johnson,2023,,,,,,,,,3953496.0
James Jones,2015,1973730.0,,,,,,,,
James Jones,2016,,2022639.0,,,,,,,
James Michael McAdoo,2015,1112548.0,,,,,,,,
James Michael McAdoo,2016,,1278024.0,,,,,,,
James Michael McAdoo,2017,,,99079.0,,,,,,
James Nunnally,2018,,,,826933.0,,,,,
James Nunnally,2020,,,,,,131221.0,,,
James Webb,2016,,84729.0,,,,,,,
James Webb,2017,,,99079.0,,,,,,
James Wiseman,2020,,,,,,10639468.0,,,
James Wiseman,2021,,,,,,,10600006.0,,
James Wiseman,2022,,,,,,,,10182327.0,
James Wiseman,2023,,,,,,,,,12479556.0
James Young,2015,2303723.0,,,,,,,,
James Young,2016,,2379209.0,,,,,,,
James Young,2017,,,99079.0,,,,,,
Jamil Wilson,2017,,,99079.0,,,,,,
Jamorko Pickett,2021,,,,,,,534959.0,,
Jarace Walker,2023,,,,,,,,,6239510.0
Jared Butler,2021,,,,,,,1069919.0,,
Jared Butler,2022,,,,,,,,1775616.0,
Jared Butler,2023,,,,,,,,,1863557.0
Jared Cunningham,2015,1367975.0,,,,,,,,
Jared Dudley,2015,5595268.0,,,,,,,,
Jared Dudley,2016,,13647994.0,,,,,,,
Jared Dudley,2017,,,12825825.0,,,,,,
Jared Dudley,2018,,,,11881819.0,,,,,
Jared Dudley,2019,,,,,3145825.0,,,,
Jared Dudley,2020,,,,,,3125642.0,,,
Jared Harper,2019,,,,,97595.0,,,,
Jared Harper,2020,,,,,,634313.0,,,
Jared Harper,2021,,,,,,,98383.0,,
Jared Rhoden,2022,,,,,,,,325602.0,
Jared Rhoden,2023,,,,,,,,,576415.0
Jared Sullinger,2015,2987557.0,,,,,,,,
Jared Sullinger,2016,,7336285.0,,,,,,,
Jared Terrell,2018,,,,96313.0,,,,,
Jarell Eddie,2015,459512.0,,,,,,,,
Jarell Eddie,2016,,362248.0,,,,,,,
Jarell Eddie,2017,,,213236.0,,,,,,
Jarell Martin,2015,1620442.0,,,,,,,,
Jarell Martin,2016,,1676552.0,,,,,,,
Jarell Martin,2017,,,1887168.0,,,,,,
Jarell Martin,2018,,,,3012497.0,,,,,
Jaren Jackson Jr,2018,,,,7384332.0,,,,,
Jaren Jackson Jr,2019,,,,,8496976.0,,,,
Jaren Jackson Jr,2020,,,,,,8844482.0,,,
Jaren Jackson Jr,2021,,,,,,,10615917.0,,
Jaren Jackson Jr,2022,,,,,,,,30691738.0,
Jaren Jackson Jr,2023,,,,,,,,,27907516.0
Jarnell Stokes,2015,1112548.0,,,,,,,,
Jarnell Stokes,2016,,195530.0,,,,,,,
Jarnell Stokes,2018,,,,96313.0,,,,,
Jaron Blossomgame,2018,,,,96313.0,,,,,
Jarred Vanderbilt,2018,,,,1045380.0,,,,,
Jarred Vanderbilt,2019,,,,,1737855.0,,,,
Jarred Vanderbilt,2020,,,,,,2027733.0,,,
Jarred Vanderbilt,2021,,,,,,,4683207.0,,
Jarred Vanderbilt,2022,,,,,,,,4637699.0,
Jarred Vanderbilt,2023,,,,,,,,,4777872.0
Jarrell Brantley,2019,,,,,97595.0,,,,
Jarrell Brantley,2020,,,,,,622246.0,,,
Jarrell Brantley,2022,,,,,,,,111883.0,
Jarrett Allen,2017,,,2197987.0,,,,,,
Jarrett Allen,2018,,,,2536101.0,,,,,
Jarrett Allen,2019,,,,,2915339.0,,,,
Jarrett Allen,2020,,,,,,4764964.0,,,
Jarrett Allen,2021,,,,,,,23126950.0,,
Jarrett Allen,2022,,,,,,,,21205760.0,
Jarrett Allen,2023,,,,,,,,,20594279.0
Jarrett Culver,2019,,,,,7130783.0,,,,
Jarrett Culver,2020,,,,,,7439233.0,,,
Jarrett Culver,2021,,,,,,,7395027.0,,
Jarrett Culver,2022,,,,,,,,275987.0,
Jarrett Jack,2015,8294163.0,,,,,,,,
Jarrett Jack,2016,,2048768.0,,,,,,,
Jarrett Jack,2017,,,2986688.0,,,,,,
Jarrod Uthoff,2016,,169354.0,,,,,,,
Jarron Cumberland,2021,,,,,,,61489.0,,
Jason Preston,2021,,,,,,,1228391.0,,
Jason Preston,2022,,,,,,,,1657779.0,
Jason Preston,2023,,,,,,,,,324648.0
Jason Smith,2015,5661095.0,,,,,,,,
Jason Smith,2016,,6517666.0,,,,,,,
Jason Smith,2017,,,6701493.0,,,,,,
Jason Smith,2018,,,,6794954.0,,,,,
Jason Terry,2015,1973730.0,,,,,,,,
Jason Terry,2016,,2022639.0,,,,,,,
Jason Terry,2017,,,2986688.0,,,,,,
Jason Thompson,2015,8890195.0,,,,,,,,
Jason Thompson,2016,,1164489.0,,,,,,,
Jason Thompson,2017,,,1145773.0,,,,,,
Jason Thompson,2018,,,,1113790.0,,,,,
Javin DeLaurier,2021,,,,,,,61489.0,,
Javon Freeman-Liberty,2023,,,,,,,,,874560.0
Javonte Green,2019,,,,,1101831.0,,,,
Javonte Green,2020,,,,,,1849950.0,,,
Javonte Green,2021,,,,,,,1930149.0,,
Javonte Green,2022,,,,,,,,1925140.0,
Javonte Green,2023,,,,,,,,,269057.0
Jawun Evans,2017,,,1046093.0,,,,,,
Jawun Evans,2018,,,,1814678.0,,,,,
Jaxson Hayes,2019,,,,,5963588.0,,,,
Jaxson Hayes,2020,,,,,,6221614.0,,,
Jaxson Hayes,2021,,,,,,,6184470.0,,
Jaxson Hayes,2022,,,,,,,,7213152.0,
Jaxson Hayes,2023,,,,,,,,,2229330.0
Jay Huff,2021,,,,,,,261331.0,,
Jay Huff,2022,,,,,,,,124038.0,
Jay Huff,2023,,,,,,,,,576415.0
Jay Scrubb,2020,,,,,,547332.0,,,
Jay Scrubb,2021,,,,,,,534959.0,,
Jay Scrubb,2022,,,,,,,,52716.0,
Jaylen Adams,2018,,,,295304.0,,,,,
Jaylen Adams,2019,,,,,200366.0,,,,
Jaylen Adams,2020,,,,,,547332.0,,,
Jaylen Brown,2016,,6182658.0,,,,,,,
Jaylen Brown,2017,,,6357094.0,,,,,,
Jaylen Brown,2018,,,,6445805.0,,,,,
Jaylen Brown,2019,,,,,8015366.0,,,,
Jaylen Brown,2020,,,,,,30510084.0,,,
Jaylen Brown,2021,,,,,,,30942620.0,,
Jaylen Brown,2022,,,,,,,,31571968.0,
Jaylen Brown,2023,,,,,,,,,32776163.0
Jaylen Clark,2023,,,,,,,,,576415.0
Jaylen Hoard,2019,,,,,97595.0,,,,
Jaylen Hoard,2020,,,,,,157465.0,,,
Jaylen Hoard,2021,,,,,,,221856.0,,
Jaylen Johnson,2017,,,112291.0,,,,,,
Jaylen Martin,2023,,,,,,,,,257187.0
Jaylen Morris,2017,,,254134.0,,,,,,
Jaylen Morris,2018,,,,96313.0,,,,,
Jaylen Morris,2021,,,,,,,110928.0,,
Jaylen Nowell,2019,,,,,1717185.0,,,,
Jaylen Nowell,2020,,,,,,1849950.0,,,
Jaylen Nowell,2021,,,,,,,2061329.0,,
Jaylen Nowell,2022,,,,,,,,2047077.0,
Jaylen Nowell,2023,,,,,,,,,409990.0
Jaylin Galloway,2023,,,,,,,,,145760.0
Jaylin Williams,2022,,,,,,,,2120576.0,
Jaylin Williams,2023,,,,,,,,,2059427.0
Jaysean Paige,2021,,,,,,,61489.0,,
Jayson Tatum,2017,,,7240691.0,,,,,,
Jayson Tatum,2018,,,,8354427.0,,,,,
Jayson Tatum,2019,,,,,9603972.0,,,,
Jayson Tatum,2020,,,,,,12061535.0,,,
Jayson Tatum,2021,,,,,,,32497412.0,,
Jayson Tatum,2022,,,,,,,,32181628.0,
Jayson Tatum,2023,,,,,,,,,33568737.0
Jeenathan Williams,2022,,,,,,,,55817.0,
Jeff Ayres,2015,331621.0,,,,,,,,
Jeff Dowtin,2021,,,,,,,353564.0,,
Jeff Dowtin,2022,,,,,,,,539571.0,
Jeff Dowtin,2023,,,,,,,,,277237.0
Jeff Green,2015,12112111.0,,,,,,,,
Jeff Green,2016,,19553000.0,,,,,,,
Jeff Green,2017,,,2715169.0,,,,,,
Jeff Green,2018,,,,2984651.0,,,,,
Jeff Green,2019,,,,,1030834.0,,,,
Jeff Green,2020,,,,,,3125642.0,,,
Jeff Green,2021,,,,,,,5203563.0,,
Jeff Green,2022,,,,,,,,4771296.0,
Jeff Green,2023,,,,,,,,,8237711.0
Jeff Teague,2015,10532270.0,,,,,,,,
Jeff Teague,2016,,10428266.0,,,,,,,
Jeff Teague,2017,,,24369067.0,,,,,,
Jeff Teague,2018,,,,23688831.0,,,,,
Jeff Teague,2019,,,,,23304657.0,,,,
Jeff Teague,2020,,,,,,4110433.0,,,
Jeff Withey,2015,1247120.0,,,,,,,,
Jeff Withey,2016,,1323993.0,,,,,,,
Jeff Withey,2017,,,761571.0,,,,,,
Jemerrio Jones,2018,,,,65044.0,,,,,
Jemerrio Jones,2021,,,,,,,98957.0,,
Jerami Grant,2015,1112548.0,,,,,,,,
Jerami Grant,2016,,1278024.0,,,,,,,
Jerami Grant,2017,,,1955046.0,,,,,,
Jerami Grant,2018,,,,10389838.0,,,,,
Jerami Grant,2019,,,,,11463626.0,,,,
Jerami Grant,2020,,,,,,23216072.0,,,
Jerami Grant,2021,,,,,,,23129841.0,,
Jerami Grant,2022,,,,,,,,22218335.0,
Jerami Grant,2023,,,,,,,,,28405902.0
Jeremiah Martin,2019,,,,,97595.0,,,,
Jeremiah Martin,2020,,,,,,71234.0,,,
Jeremiah Robinson-Earl,2021,,,,,,,2312695.0,,
Jeremiah Robinson-Earl,2022,,,,,,,,2120576.0,
Jeremiah Robinson-Earl,2023,,,,,,,,,2624578.0
Jeremy Evans,2015,1561124.0,,,,,,,,
Jeremy Evans,2016,,1599808.0,,,,,,,
Jeremy Evans,2017,,,197593.0,,,,,,
Jeremy Lamb,2015,3994832.0,,,,,,,,
Jeremy Lamb,2016,,9124733.0,,,,,,,
Jeremy Lamb,2017,,,8978077.0,,,,,,
Jeremy Lamb,2018,,,,8727464.0,,,,,
Jeremy Lamb,2019,,,,,12878889.0,,,,
Jeremy Lamb,2020,,,,,,12796260.0,,,
Jeremy Lamb,2021,,,,,,,12141649.0,,
Jeremy Lin,2015,2816065.0,,,,,,,,
Jeremy Lin,2016,,14968804.0,,,,,,,
Jeremy Lin,2017,,,15390990.0,,,,,,
Jeremy Lin,2018,,,,15605635.0,,,,,
Jeremy Sochan,2022,,,,,,,,5368789.0,
Jeremy Sochan,2023,,,,,,,,,5474947.0
Jerian Grant,2015,2070065.0,,,,,,,,
Jerian Grant,2016,,2141757.0,,,,,,,
Jerian Grant,2017,,,2198141.0,,,,,,
Jerian Grant,2018,,,,3290644.0,,,,,
Jerian Grant,2019,,,,,240759.0,,,,
Jerian Grant,2020,,,,,,60934.0,,,
Jericho Sims,2021,,,,,,,534959.0,,
Jericho Sims,2022,,,,,,,,1738704.0,
Jericho Sims,2023,,,,,,,,,1985181.0
Jermaine Samuels,2023,,,,,,,,,576415.0
Jerome Robinson,2018,,,,3802880.0,,,,,
Jerome Robinson,2019,,,,,4376026.0,,,,
Jerome Robinson,2020,,,,,,4554883.0,,,
Jerome Robinson,2023,,,,,,,,,576415.0
Jerryd Bayless,2015,3949601.0,,,,,,,,
Jerryd Bayless,2016,,12284607.0,,,,,,,
Jerryd Bayless,2017,,,11543242.0,,,,,,
Jerryd Bayless,2018,,,,10692285.0,,,,,
Jett Howard,2023,,,,,,,,,5176190.0
Jevon Carter,2018,,,,1045380.0,,,,,
Jevon Carter,2019,,,,,1737855.0,,,,
Jevon Carter,2020,,,,,,4783363.0,,,
Jevon Carter,2021,,,,,,,4749291.0,,
Jevon Carter,2022,,,,,,,,6388234.0,
Jevon Carter,2023,,,,,,,,,6374419.0
